Date,Currency,Rate,BaseCurrency,Source
2024-05-19,NZD,1.7137,USD,Sample Data Generator
2024-05-19,SEK,10.8558,USD,Sample Data Generator
2024-05-20,AUD,1.5594,USD,Sample Data Generator
2024-05-20,CAD,1.4224,USD,Sample Data Generator
2024-05-20,EUR,0.9313,USD,Sample Data Generator
2024-05-20,GBP,0.7898,USD,Sample Data Generator
2024-05-20,NOK,10.3313,USD,Sample Data Generator
2024-05-20,NZD,1.6559,USD,Sample Data Generator
2024-05-20,SEK,10.6346,USD,Sample Data Generator
2024-05-21,AUD,1.6092,USD,Sample Data Generator
2024-05-21,CAD,1.3966,USD,Sample Data Generator
2024-05-21,EUR,0.9355,USD,Sample Data Generator
2024-05-21,GBP,0.8162,USD,Sample Data Generator
2024-05-21,NOK,11.1257,USD,Sample Data Generator
2024-05-21,NZD,1.6741,USD,Sample Data Generator
2024-05-21,SEK,10.5580,USD,Sample Data Generator
2024-05-22,AUD,1.5268,USD,Sample Data Generator
2024-05-22,CAD,1.3427,USD,Sample Data Generator
2024-05-22,EUR,0.9083,USD,Sample Data Generator
2024-05-22,GBP,0.7763,USD,Sample Data Generator
2024-05-22,NOK,11.3714,USD,Sample Data Generator
2024-05-22,NZD,1.7361,USD,Sample Data Generator
2024-05-22,SEK,11.0795,USD,Sample Data Generator
2024-05-23,AUD,1.5303,USD,Sample Data Generator
2024-05-23,CAD,1.3317,USD,Sample Data Generator
2024-05-23,EUR,0.9391,USD,Sample Data Generator
2024-05-23,GBP,0.7460,USD,Sample Data Generator
2024-05-23,NOK,11.3256,USD,Sample Data Generator
2024-05-23,NZD,1.6126,USD,Sample Data Generator
2024-05-23,SEK,10.7201,USD,Sample Data Generator
2024-05-24,AUD,1.6277,USD,Sample Data Generator
2024-05-24,CAD,1.3816,USD,Sample Data Generator
2024-05-24,EUR,0.8859,USD,Sample Data Generator
2024-05-24,GBP,0.7560,USD,Sample Data Generator
2024-05-24,NOK,10.3132,USD,Sample Data Generator
2024-05-24,NZD,1.6471,USD,Sample Data Generator
2024-05-24,SEK,10.9488,USD,Sample Data Generator
2024-05-25,AUD,1.5122,USD,Sample Data Generator
2024-05-25,CAD,1.3133,USD,Sample Data Generator
2024-05-25,EUR,0.9401,USD,Sample Data Generator
2024-05-25,GBP,0.8176,USD,Sample Data Generator
2024-05-25,NOK,10.5493,USD,Sample Data Generator
2024-05-25,NZD,1.5807,USD,Sample Data Generator
2024-05-25,SEK,10.8654,USD,Sample Data Generator
2024-05-26,AUD,1.4977,USD,Sample Data Generator
2024-05-26,CAD,1.3581,USD,Sample Data Generator
2024-05-26,EUR,0.9164,USD,Sample Data Generator
2024-05-26,GBP,0.7971,USD,Sample Data Generator
2024-05-26,NOK,10.8055,USD,Sample Data Generator
2024-05-26,NZD,1.6384,USD,Sample Data Generator
2024-05-26,SEK,10.9193,USD,Sample Data Generator
2024-05-27,AUD,1.5135,USD,Sample Data Generator
2024-05-27,CAD,1.4078,USD,Sample Data Generator
2024-05-27,EUR,0.9583,USD,Sample Data Generator
2024-05-27,GBP,0.7929,USD,Sample Data Generator
2024-05-27,NOK,11.1433,USD,Sample Data Generator
2024-05-27,NZD,1.6712,USD,Sample Data Generator
2024-05-27,SEK,10.2785,USD,Sample Data Generator
2024-05-28,AUD,1.5630,USD,Sample Data Generator
2024-05-28,CAD,1.4096,USD,Sample Data Generator
2024-05-28,EUR,0.8840,USD,Sample Data Generator
2024-05-28,GBP,0.7950,USD,Sample Data Generator
2024-05-28,NOK,11.2808,USD,Sample Data Generator
2024-05-28,NZD,1.6021,USD,Sample Data Generator
2024-05-28,SEK,10.1706,USD,Sample Data Generator
2024-05-29,AUD,1.5948,USD,Sample Data Generator
2024-05-29,CAD,1.3578,USD,Sample Data Generator
2024-05-29,EUR,0.9448,USD,Sample Data Generator
2024-05-29,GBP,0.7512,USD,Sample Data Generator
2024-05-29,NOK,10.9629,USD,Sample Data Generator
2024-05-29,NZD,1.7165,USD,Sample Data Generator
2024-05-29,SEK,10.9817,USD,Sample Data Generator
2024-05-30,AUD,1.5485,USD,Sample Data Generator
2024-05-30,CAD,1.3735,USD,Sample Data Generator
2024-05-30,EUR,0.9452,USD,Sample Data Generator
2024-05-30,GBP,0.7592,USD,Sample Data Generator
2024-05-30,NOK,10.4956,USD,Sample Data Generator
2024-05-30,NZD,1.5856,USD,Sample Data Generator
2024-05-30,SEK,10.8803,USD,Sample Data Generator
2024-05-31,AUD,1.5283,USD,Sample Data Generator
2024-05-31,CAD,1.3173,USD,Sample Data Generator
2024-05-31,EUR,0.9192,USD,Sample Data Generator
2024-05-31,GBP,0.8049,USD,Sample Data Generator
2024-05-31,NOK,11.1503,USD,Sample Data Generator
2024-05-31,NZD,1.6040,USD,Sample Data Generator
2024-05-31,SEK,10.8863,USD,Sample Data Generator
2024-06-01,AUD,1.5560,USD,Sample Data Generator
2024-06-01,CAD,1.3128,USD,Sample Data Generator
2024-06-01,EUR,0.8964,USD,Sample Data Generator
2024-06-01,GBP,0.8046,USD,Sample Data Generator
2024-06-01,NOK,10.9558,USD,Sample Data Generator
2024-06-01,NZD,1.6900,USD,Sample Data Generator
2024-06-01,SEK,10.8992,USD,Sample Data Generator
2024-06-02,AUD,1.5177,USD,Sample Data Generator
2024-06-02,CAD,1.3651,USD,Sample Data Generator
2024-06-02,EUR,0.9043,USD,Sample Data Generator
2024-06-02,GBP,0.7639,USD,Sample Data Generator
2024-06-02,NOK,10.9769,USD,Sample Data Generator
2024-06-02,NZD,1.6794,USD,Sample Data Generator
2024-06-02,SEK,10.5344,USD,Sample Data Generator
2024-06-03,AUD,1.5636,USD,Sample Data Generator
2024-06-03,CAD,1.3761,USD,Sample Data Generator
2024-06-03,EUR,0.9527,USD,Sample Data Generator
2024-06-03,GBP,0.8193,USD,Sample Data Generator
2024-06-03,NOK,11.2767,USD,Sample Data Generator
2024-06-03,NZD,1.6296,USD,Sample Data Generator
2024-06-03,SEK,10.5187,USD,Sample Data Generator
2024-06-04,AUD,1.5387,USD,Sample Data Generator
2024-06-04,CAD,1.3010,USD,Sample Data Generator
2024-06-04,EUR,0.9287,USD,Sample Data Generator
2024-06-04,GBP,0.7605,USD,Sample Data Generator
2024-06-04,NOK,10.7193,USD,Sample Data Generator
2024-06-04,NZD,1.6949,USD,Sample Data Generator
2024-06-04,SEK,11.0101,USD,Sample Data Generator
2024-06-05,AUD,1.6068,USD,Sample Data Generator
2024-06-05,CAD,1.3649,USD,Sample Data Generator
2024-06-05,EUR,0.8843,USD,Sample Data Generator
2024-06-05,GBP,0.7936,USD,Sample Data Generator
2024-06-05,NOK,10.5979,USD,Sample Data Generator
2024-06-05,NZD,1.6031,USD,Sample Data Generator
2024-06-05,SEK,10.1347,USD,Sample Data Generator
2024-06-06,AUD,1.5198,USD,Sample Data Generator
2024-06-06,CAD,1.3519,USD,Sample Data Generator
2024-06-06,EUR,0.9655,USD,Sample Data Generator
2024-06-06,GBP,0.7660,USD,Sample Data Generator
2024-06-06,NOK,10.3317,USD,Sample Data Generator
2024-06-06,NZD,1.6068,USD,Sample Data Generator
2024-06-06,SEK,10.4171,USD,Sample Data Generator
2024-06-07,AUD,1.6156,USD,Sample Data Generator
2024-06-07,CAD,1.3403,USD,Sample Data Generator
2024-06-07,EUR,0.9237,USD,Sample Data Generator
2024-06-07,GBP,0.7446,USD,Sample Data Generator
2024-06-07,NOK,10.5980,USD,Sample Data Generator
2024-06-07,NZD,1.5976,USD,Sample Data Generator
2024-06-07,SEK,10.8461,USD,Sample Data Generator
2024-06-08,AUD,1.5958,USD,Sample Data Generator
2024-06-08,CAD,1.3657,USD,Sample Data Generator
2024-06-08,EUR,0.9534,USD,Sample Data Generator
2024-06-08,GBP,0.7836,USD,Sample Data Generator
2024-06-08,NOK,10.6161,USD,Sample Data Generator
2024-06-08,NZD,1.6918,USD,Sample Data Generator
2024-06-08,SEK,10.9730,USD,Sample Data Generator
2024-06-09,AUD,1.5565,USD,Sample Data Generator
2024-06-09,CAD,1.3670,USD,Sample Data Generator
2024-06-09,EUR,0.8920,USD,Sample Data Generator
2024-06-09,GBP,0.7461,USD,Sample Data Generator
2024-06-09,NOK,11.1996,USD,Sample Data Generator
2024-06-09,NZD,1.5820,USD,Sample Data Generator
2024-06-09,SEK,10.4357,USD,Sample Data Generator
2024-06-10,AUD,1.5643,USD,Sample Data Generator
2024-06-10,CAD,1.3082,USD,Sample Data Generator
2024-06-10,EUR,0.9037,USD,Sample Data Generator
2024-06-10,GBP,0.8169,USD,Sample Data Generator
2024-06-10,NOK,10.6414,USD,Sample Data Generator
2024-06-10,NZD,1.6332,USD,Sample Data Generator
2024-06-10,SEK,10.0922,USD,Sample Data Generator
2024-06-11,AUD,1.5733,USD,Sample Data Generator
2024-06-11,CAD,1.3943,USD,Sample Data Generator
2024-06-11,EUR,0.9515,USD,Sample Data Generator
2024-06-11,GBP,0.7526,USD,Sample Data Generator
2024-06-11,NOK,10.3313,USD,Sample Data Generator
2024-06-11,NZD,1.6090,USD,Sample Data Generator
2024-06-11,SEK,10.5601,USD,Sample Data Generator
2024-06-12,AUD,1.4986,USD,Sample Data Generator
2024-06-12,CAD,1.2852,USD,Sample Data Generator
2024-06-12,EUR,0.8812,USD,Sample Data Generator
2024-06-12,GBP,0.7935,USD,Sample Data Generator
2024-06-12,NOK,10.3905,USD,Sample Data Generator
2024-06-12,NZD,1.6448,USD,Sample Data Generator
2024-06-12,SEK,10.4231,USD,Sample Data Generator
2024-06-13,AUD,1.4865,USD,Sample Data Generator
2024-06-13,CAD,1.3109,USD,Sample Data Generator
2024-06-13,EUR,0.9607,USD,Sample Data Generator
2024-06-13,GBP,0.8153,USD,Sample Data Generator
2024-06-13,NOK,10.4356,USD,Sample Data Generator
2024-06-13,NZD,1.5729,USD,Sample Data Generator
2024-06-13,SEK,10.0924,USD,Sample Data Generator
2024-06-14,AUD,1.5056,USD,Sample Data Generator
2024-06-14,CAD,1.3845,USD,Sample Data Generator
2024-06-14,EUR,0.8881,USD,Sample Data Generator
2024-06-14,GBP,0.8068,USD,Sample Data Generator
2024-06-14,NOK,11.2723,USD,Sample Data Generator
2024-06-14,NZD,1.6861,USD,Sample Data Generator
2024-06-14,SEK,10.7521,USD,Sample Data Generator
2024-06-15,AUD,1.4766,USD,Sample Data Generator
2024-06-15,CAD,1.3055,USD,Sample Data Generator
2024-06-15,EUR,0.9578,USD,Sample Data Generator
2024-06-15,GBP,0.7559,USD,Sample Data Generator
2024-06-15,NOK,10.9841,USD,Sample Data Generator
2024-06-15,NZD,1.6143,USD,Sample Data Generator
2024-06-15,SEK,10.4528,USD,Sample Data Generator
2024-06-16,AUD,1.5263,USD,Sample Data Generator
2024-06-16,CAD,1.2786,USD,Sample Data Generator
2024-06-16,EUR,0.8937,USD,Sample Data Generator
2024-06-16,GBP,0.7984,USD,Sample Data Generator
2024-06-16,NOK,10.6299,USD,Sample Data Generator
2024-06-16,NZD,1.5831,USD,Sample Data Generator
2024-06-16,SEK,10.5710,USD,Sample Data Generator
2024-06-17,AUD,1.5246,USD,Sample Data Generator
2024-06-17,CAD,1.2912,USD,Sample Data Generator
2024-06-17,EUR,0.9379,USD,Sample Data Generator
2024-06-17,GBP,0.7840,USD,Sample Data Generator
2024-06-17,NOK,10.2156,USD,Sample Data Generator
2024-06-17,NZD,1.6202,USD,Sample Data Generator
2024-06-17,SEK,10.3023,USD,Sample Data Generator
2024-06-18,AUD,1.4667,USD,Sample Data Generator
2024-06-18,CAD,1.3258,USD,Sample Data Generator
2024-06-18,EUR,0.8863,USD,Sample Data Generator
2024-06-18,GBP,0.8127,USD,Sample Data Generator
2024-06-18,NOK,11.2739,USD,Sample Data Generator
2024-06-18,NZD,1.6409,USD,Sample Data Generator
2024-06-18,SEK,10.4705,USD,Sample Data Generator
2024-06-19,AUD,1.5099,USD,Sample Data Generator
2024-06-19,CAD,1.3671,USD,Sample Data Generator
2024-06-19,EUR,0.8800,USD,Sample Data Generator
2024-06-19,GBP,0.7419,USD,Sample Data Generator
2024-06-19,NOK,11.0720,USD,Sample Data Generator
2024-06-19,NZD,1.6294,USD,Sample Data Generator
2024-06-19,SEK,10.1049,USD,Sample Data Generator
2024-06-20,AUD,1.5371,USD,Sample Data Generator
2024-06-20,CAD,1.2959,USD,Sample Data Generator
2024-06-20,EUR,0.9092,USD,Sample Data Generator
2024-06-20,GBP,0.8019,USD,Sample Data Generator
2024-06-20,NOK,11.2345,USD,Sample Data Generator
2024-06-20,NZD,1.5804,USD,Sample Data Generator
2024-06-20,SEK,10.8876,USD,Sample Data Generator
2024-06-21,AUD,1.4956,USD,Sample Data Generator
2024-06-21,CAD,1.3715,USD,Sample Data Generator
2024-06-21,EUR,0.9427,USD,Sample Data Generator
2024-06-21,GBP,0.7544,USD,Sample Data Generator
2024-06-21,NOK,10.7698,USD,Sample Data Generator
2024-06-21,NZD,1.6781,USD,Sample Data Generator
2024-06-21,SEK,10.3229,USD,Sample Data Generator
2024-06-22,AUD,1.5065,USD,Sample Data Generator
2024-06-22,CAD,1.3342,USD,Sample Data Generator
2024-06-22,EUR,0.9572,USD,Sample Data Generator
2024-06-22,GBP,0.7892,USD,Sample Data Generator
2024-06-22,NOK,10.6445,USD,Sample Data Generator
2024-06-22,NZD,1.6996,USD,Sample Data Generator
2024-06-22,SEK,10.7754,USD,Sample Data Generator
2024-06-23,AUD,1.5024,USD,Sample Data Generator
2024-06-23,CAD,1.3771,USD,Sample Data Generator
2024-06-23,EUR,0.9339,USD,Sample Data Generator
2024-06-23,GBP,0.8010,USD,Sample Data Generator
2024-06-23,NOK,11.2339,USD,Sample Data Generator
2024-06-23,NZD,1.5658,USD,Sample Data Generator
2024-06-23,SEK,10.6460,USD,Sample Data Generator
2024-06-24,AUD,1.5723,USD,Sample Data Generator
2024-06-24,CAD,1.2920,USD,Sample Data Generator
2024-06-24,EUR,0.9206,USD,Sample Data Generator
2024-06-24,GBP,0.7613,USD,Sample Data Generator
2024-06-24,NOK,10.6538,USD,Sample Data Generator
2024-06-24,NZD,1.5720,USD,Sample Data Generator
2024-06-24,SEK,10.1456,USD,Sample Data Generator
2024-06-25,AUD,1.5782,USD,Sample Data Generator
2024-06-25,CAD,1.3134,USD,Sample Data Generator
2024-06-25,EUR,0.8712,USD,Sample Data Generator
2024-06-25,GBP,0.8094,USD,Sample Data Generator
2024-06-25,NOK,10.6430,USD,Sample Data Generator
2024-06-25,NZD,1.7046,USD,Sample Data Generator
2024-06-25,SEK,10.6947,USD,Sample Data Generator
2024-06-26,AUD,1.5748,USD,Sample Data Generator
2024-06-26,CAD,1.3223,USD,Sample Data Generator
2024-06-26,EUR,0.9090,USD,Sample Data Generator
2024-06-26,GBP,0.7854,USD,Sample Data Generator
2024-06-26,NOK,10.3195,USD,Sample Data Generator
2024-06-26,NZD,1.6865,USD,Sample Data Generator
2024-06-26,SEK,10.4815,USD,Sample Data Generator
2024-06-27,AUD,1.5188,USD,Sample Data Generator
2024-06-27,CAD,1.2914,USD,Sample Data Generator
2024-06-27,EUR,0.9022,USD,Sample Data Generator
2024-06-27,GBP,0.7530,USD,Sample Data Generator
2024-06-27,NOK,10.5475,USD,Sample Data Generator
2024-06-27,NZD,1.5565,USD,Sample Data Generator
2024-06-27,SEK,9.9754,USD,Sample Data Generator
2024-06-28,AUD,1.6136,USD,Sample Data Generator
2024-06-28,CAD,1.3678,USD,Sample Data Generator
2024-06-28,EUR,0.9567,USD,Sample Data Generator
2024-06-28,GBP,0.7644,USD,Sample Data Generator
2024-06-28,NOK,10.4081,USD,Sample Data Generator
2024-06-28,NZD,1.5891,USD,Sample Data Generator
2024-06-28,SEK,10.5525,USD,Sample Data Generator
2024-06-29,AUD,1.5976,USD,Sample Data Generator
2024-06-29,CAD,1.3021,USD,Sample Data Generator
2024-06-29,EUR,0.8751,USD,Sample Data Generator
2024-06-29,GBP,0.7794,USD,Sample Data Generator
2024-06-29,NOK,10.3392,USD,Sample Data Generator
2024-06-29,NZD,1.6339,USD,Sample Data Generator
2024-06-29,SEK,10.8837,USD,Sample Data Generator
2024-06-30,AUD,1.5707,USD,Sample Data Generator
2024-06-30,CAD,1.3951,USD,Sample Data Generator
2024-06-30,EUR,0.9562,USD,Sample Data Generator
2024-06-30,GBP,0.7453,USD,Sample Data Generator
2024-06-30,NOK,10.2358,USD,Sample Data Generator
2024-06-30,NZD,1.6386,USD,Sample Data Generator
2024-06-30,SEK,10.1449,USD,Sample Data Generator
2024-07-01,AUD,1.4875,USD,Sample Data Generator
2024-07-01,CAD,1.3052,USD,Sample Data Generator
2024-07-01,EUR,0.9423,USD,Sample Data Generator
2024-07-01,GBP,0.7646,USD,Sample Data Generator
2024-07-01,NOK,10.3184,USD,Sample Data Generator
2024-07-01,NZD,1.6373,USD,Sample Data Generator
2024-07-01,SEK,9.9669,USD,Sample Data Generator
2024-07-02,AUD,1.4727,USD,Sample Data Generator
2024-07-02,CAD,1.2952,USD,Sample Data Generator
2024-07-02,EUR,0.8734,USD,Sample Data Generator
2024-07-02,GBP,0.8104,USD,Sample Data Generator
2024-07-02,NOK,10.3214,USD,Sample Data Generator
2024-07-02,NZD,1.6069,USD,Sample Data Generator
2024-07-02,SEK,10.5976,USD,Sample Data Generator
2024-07-03,AUD,1.5448,USD,Sample Data Generator
2024-07-03,CAD,1.2763,USD,Sample Data Generator
2024-07-03,EUR,0.8840,USD,Sample Data Generator
2024-07-03,GBP,0.7784,USD,Sample Data Generator
2024-07-03,NOK,10.2886,USD,Sample Data Generator
2024-07-03,NZD,1.6752,USD,Sample Data Generator
2024-07-03,SEK,10.1954,USD,Sample Data Generator
2024-07-04,AUD,1.4672,USD,Sample Data Generator
2024-07-04,CAD,1.3171,USD,Sample Data Generator
2024-07-04,EUR,0.9531,USD,Sample Data Generator
2024-07-04,GBP,0.7440,USD,Sample Data Generator
2024-07-04,NOK,10.7950,USD,Sample Data Generator
2024-07-04,NZD,1.6880,USD,Sample Data Generator
2024-07-04,SEK,10.3758,USD,Sample Data Generator
2024-07-05,AUD,1.4701,USD,Sample Data Generator
2024-07-05,CAD,1.3214,USD,Sample Data Generator
2024-07-05,EUR,0.8900,USD,Sample Data Generator
2024-07-05,GBP,0.7494,USD,Sample Data Generator
2024-07-05,NOK,11.0307,USD,Sample Data Generator
2024-07-05,NZD,1.6566,USD,Sample Data Generator
2024-07-05,SEK,10.5876,USD,Sample Data Generator
2024-07-06,AUD,1.6071,USD,Sample Data Generator
2024-07-06,CAD,1.2877,USD,Sample Data Generator
2024-07-06,EUR,0.8708,USD,Sample Data Generator
2024-07-06,GBP,0.7679,USD,Sample Data Generator
2024-07-06,NOK,10.7339,USD,Sample Data Generator
2024-07-06,NZD,1.6820,USD,Sample Data Generator
2024-07-06,SEK,10.0230,USD,Sample Data Generator
2024-07-07,AUD,1.5454,USD,Sample Data Generator
2024-07-07,CAD,1.2688,USD,Sample Data Generator
2024-07-07,EUR,0.8644,USD,Sample Data Generator
2024-07-07,GBP,0.7355,USD,Sample Data Generator
2024-07-07,NOK,10.4229,USD,Sample Data Generator
2024-07-07,NZD,1.6803,USD,Sample Data Generator
2024-07-07,SEK,10.6534,USD,Sample Data Generator
2024-07-08,AUD,1.5408,USD,Sample Data Generator
2024-07-08,CAD,1.3715,USD,Sample Data Generator
2024-07-08,EUR,0.9491,USD,Sample Data Generator
2024-07-08,GBP,0.7999,USD,Sample Data Generator
2024-07-08,NOK,11.1420,USD,Sample Data Generator
2024-07-08,NZD,1.5746,USD,Sample Data Generator
2024-07-08,SEK,10.5605,USD,Sample Data Generator
2024-07-09,AUD,1.4938,USD,Sample Data Generator
2024-07-09,CAD,1.3829,USD,Sample Data Generator
2024-07-09,EUR,0.9127,USD,Sample Data Generator
2024-07-09,GBP,0.8013,USD,Sample Data Generator
2024-07-09,NOK,10.7706,USD,Sample Data Generator
2024-07-09,NZD,1.5682,USD,Sample Data Generator
2024-07-09,SEK,10.5638,USD,Sample Data Generator
2024-07-10,AUD,1.5734,USD,Sample Data Generator
2024-07-10,CAD,1.3741,USD,Sample Data Generator
2024-07-10,EUR,0.8926,USD,Sample Data Generator
2024-07-10,GBP,0.7929,USD,Sample Data Generator
2024-07-10,NOK,11.1967,USD,Sample Data Generator
2024-07-10,NZD,1.5490,USD,Sample Data Generator
2024-07-10,SEK,10.8323,USD,Sample Data Generator
2024-07-11,AUD,1.4728,USD,Sample Data Generator
2024-07-11,CAD,1.2840,USD,Sample Data Generator
2024-07-11,EUR,0.9148,USD,Sample Data Generator
2024-07-11,GBP,0.8011,USD,Sample Data Generator
2024-07-11,NOK,10.2944,USD,Sample Data Generator
2024-07-11,NZD,1.6423,USD,Sample Data Generator
2024-07-11,SEK,9.8849,USD,Sample Data Generator
2024-07-12,AUD,1.4684,USD,Sample Data Generator
2024-07-12,CAD,1.3941,USD,Sample Data Generator
2024-07-12,EUR,0.8932,USD,Sample Data Generator
2024-07-12,GBP,0.7583,USD,Sample Data Generator
2024-07-12,NOK,10.8949,USD,Sample Data Generator
2024-07-12,NZD,1.6250,USD,Sample Data Generator
2024-07-12,SEK,10.3542,USD,Sample Data Generator
2024-07-13,AUD,1.5040,USD,Sample Data Generator
2024-07-13,CAD,1.3105,USD,Sample Data Generator
2024-07-13,EUR,0.9426,USD,Sample Data Generator
2024-07-13,GBP,0.7783,USD,Sample Data Generator
2024-07-13,NOK,10.1390,USD,Sample Data Generator
2024-07-13,NZD,1.6325,USD,Sample Data Generator
2024-07-13,SEK,10.5535,USD,Sample Data Generator
2024-07-14,AUD,1.5374,USD,Sample Data Generator
2024-07-14,CAD,1.3354,USD,Sample Data Generator
2024-07-14,EUR,0.9487,USD,Sample Data Generator
2024-07-14,GBP,0.7521,USD,Sample Data Generator
2024-07-14,NOK,10.6185,USD,Sample Data Generator
2024-07-14,NZD,1.6647,USD,Sample Data Generator
2024-07-14,SEK,10.6619,USD,Sample Data Generator
2024-07-15,AUD,1.4895,USD,Sample Data Generator
2024-07-15,CAD,1.3550,USD,Sample Data Generator
2024-07-15,EUR,0.8858,USD,Sample Data Generator
2024-07-15,GBP,0.7461,USD,Sample Data Generator
2024-07-15,NOK,10.9865,USD,Sample Data Generator
2024-07-15,NZD,1.6769,USD,Sample Data Generator
2024-07-15,SEK,10.4301,USD,Sample Data Generator
2024-07-16,AUD,1.6001,USD,Sample Data Generator
2024-07-16,CAD,1.3130,USD,Sample Data Generator
2024-07-16,EUR,0.9327,USD,Sample Data Generator
2024-07-16,GBP,0.7801,USD,Sample Data Generator
2024-07-16,NOK,10.7966,USD,Sample Data Generator
2024-07-16,NZD,1.6157,USD,Sample Data Generator
2024-07-16,SEK,10.4967,USD,Sample Data Generator
2024-07-17,AUD,1.5348,USD,Sample Data Generator
2024-07-17,CAD,1.2911,USD,Sample Data Generator
2024-07-17,EUR,0.9405,USD,Sample Data Generator
2024-07-17,GBP,0.7998,USD,Sample Data Generator
2024-07-17,NOK,10.3154,USD,Sample Data Generator
2024-07-17,NZD,1.5701,USD,Sample Data Generator
2024-07-17,SEK,10.3241,USD,Sample Data Generator
2024-07-18,AUD,1.4780,USD,Sample Data Generator
2024-07-18,CAD,1.3220,USD,Sample Data Generator
2024-07-18,EUR,0.9501,USD,Sample Data Generator
2024-07-18,GBP,0.7659,USD,Sample Data Generator
2024-07-18,NOK,10.3834,USD,Sample Data Generator
2024-07-18,NZD,1.6163,USD,Sample Data Generator
2024-07-18,SEK,10.7097,USD,Sample Data Generator
2024-07-19,AUD,1.5461,USD,Sample Data Generator
2024-07-19,CAD,1.3452,USD,Sample Data Generator
2024-07-19,EUR,0.9230,USD,Sample Data Generator
2024-07-19,GBP,0.7763,USD,Sample Data Generator
2024-07-19,NOK,10.3610,USD,Sample Data Generator
2024-07-19,NZD,1.6362,USD,Sample Data Generator
2024-07-19,SEK,10.5195,USD,Sample Data Generator
2024-07-20,AUD,1.4729,USD,Sample Data Generator
2024-07-20,CAD,1.2725,USD,Sample Data Generator
2024-07-20,EUR,0.9425,USD,Sample Data Generator
2024-07-20,GBP,0.7514,USD,Sample Data Generator
2024-07-20,NOK,11.0779,USD,Sample Data Generator
2024-07-20,NZD,1.6820,USD,Sample Data Generator
2024-07-20,SEK,9.9188,USD,Sample Data Generator
2024-07-21,AUD,1.5972,USD,Sample Data Generator
2024-07-21,CAD,1.2758,USD,Sample Data Generator
2024-07-21,EUR,0.8942,USD,Sample Data Generator
2024-07-21,GBP,0.8041,USD,Sample Data Generator
2024-07-21,NOK,10.1483,USD,Sample Data Generator
2024-07-21,NZD,1.6019,USD,Sample Data Generator
2024-07-21,SEK,10.4109,USD,Sample Data Generator
2024-07-22,AUD,1.5057,USD,Sample Data Generator
2024-07-22,CAD,1.2730,USD,Sample Data Generator
2024-07-22,EUR,0.8851,USD,Sample Data Generator
2024-07-22,GBP,0.7541,USD,Sample Data Generator
2024-07-22,NOK,10.4345,USD,Sample Data Generator
2024-07-22,NZD,1.5440,USD,Sample Data Generator
2024-07-22,SEK,10.1924,USD,Sample Data Generator
2024-07-23,AUD,1.5606,USD,Sample Data Generator
2024-07-23,CAD,1.2993,USD,Sample Data Generator
2024-07-23,EUR,0.9104,USD,Sample Data Generator
2024-07-23,GBP,0.7474,USD,Sample Data Generator
2024-07-23,NOK,10.8609,USD,Sample Data Generator
2024-07-23,NZD,1.5531,USD,Sample Data Generator
2024-07-23,SEK,10.7084,USD,Sample Data Generator
2024-07-24,AUD,1.4547,USD,Sample Data Generator
2024-07-24,CAD,1.2745,USD,Sample Data Generator
2024-07-24,EUR,0.8960,USD,Sample Data Generator
2024-07-24,GBP,0.7864,USD,Sample Data Generator
2024-07-24,NOK,11.1221,USD,Sample Data Generator
2024-07-24,NZD,1.5979,USD,Sample Data Generator
2024-07-24,SEK,10.1251,USD,Sample Data Generator
2024-07-25,AUD,1.5428,USD,Sample Data Generator
2024-07-25,CAD,1.3899,USD,Sample Data Generator
2024-07-25,EUR,0.8844,USD,Sample Data Generator
2024-07-25,GBP,0.7388,USD,Sample Data Generator
2024-07-25,NOK,10.4976,USD,Sample Data Generator
2024-07-25,NZD,1.6060,USD,Sample Data Generator
2024-07-25,SEK,9.8933,USD,Sample Data Generator
2024-07-26,AUD,1.5231,USD,Sample Data Generator
2024-07-26,CAD,1.3418,USD,Sample Data Generator
2024-07-26,EUR,0.8786,USD,Sample Data Generator
2024-07-26,GBP,0.7546,USD,Sample Data Generator
2024-07-26,NOK,10.3858,USD,Sample Data Generator
2024-07-26,NZD,1.5754,USD,Sample Data Generator
2024-07-26,SEK,10.3860,USD,Sample Data Generator
2024-07-27,AUD,1.4903,USD,Sample Data Generator
2024-07-27,CAD,1.3152,USD,Sample Data Generator
2024-07-27,EUR,0.9426,USD,Sample Data Generator
2024-07-27,GBP,0.7695,USD,Sample Data Generator
2024-07-27,NOK,10.4131,USD,Sample Data Generator
2024-07-27,NZD,1.5826,USD,Sample Data Generator
2024-07-27,SEK,10.6170,USD,Sample Data Generator
2024-07-28,AUD,1.5485,USD,Sample Data Generator
2024-07-28,CAD,1.3058,USD,Sample Data Generator
2024-07-28,EUR,0.8441,USD,Sample Data Generator
2024-07-28,GBP,0.7271,USD,Sample Data Generator
2024-07-28,NOK,10.7390,USD,Sample Data Generator
2024-07-28,NZD,1.5496,USD,Sample Data Generator
2024-07-28,SEK,10.1706,USD,Sample Data Generator
2024-07-29,AUD,1.4056,USD,Sample Data Generator
2024-07-29,CAD,1.3449,USD,Sample Data Generator
2024-07-29,EUR,0.9531,USD,Sample Data Generator
2024-07-29,GBP,0.7857,USD,Sample Data Generator
2024-07-29,NOK,10.3971,USD,Sample Data Generator
2024-07-29,NZD,1.6207,USD,Sample Data Generator
2024-07-29,SEK,9.7822,USD,Sample Data Generator
